date,price,spot_vol_1d,miner_balance
7/13/2017,2338.8346,430849320.4,1864850.117
7/14/2017,2218.0684,424319384.3,1864882.349
7/15/2017,1970.022415,513332521.7,1864958.071
7/16/2017,1914.315861,684543315.5,1864583.156
7/17/2017,2226.85437,588672102.5,1864830.637
7/18/2017,2304.677178,805991015.1,1865113.278
7/19/2017,2262.434202,646227887.6,1865180.246
7/20/2017,2836.444101,1076988319,1864427.431
7/21/2017,2667.799093,774241201.5,1864701.722
7/22/2017,2828.288844,523966964.6,1864057.06
7/23/2017,2756.350767,489913284.7,1865339.517
7/24/2017,2761.003293,365471576.7,1864439.29
7/25/2017,2562.188789,715480288.8,1864612.61
7/26/2017,2524.00421,442580097.6,1865154.15
7/27/2017,2662.327736,379277786.9,1864455.968
7/28/2017,2784.931908,627893588.6,1863690.186
7/29/2017,2699.336779,384262700,1864142.64
7/30/2017,2733.698052,358888478.2,1863923.129
7/31/2017,2861.355117,419407129.4,1862412.532
8/1/2017,2731.11549,672073763.3,1864060.756
8/2/2017,2700.952019,404609647.3,1863632.652
8/3/2017,2787.864127,295243013,1864161.708
8/4/2017,2855.544814,336660060.9,1863546.247
8/5/2017,3246.889858,742762281.1,1862204.102
8/6/2017,3219.135514,385153236.1,1868159.384
8/7/2017,3394.125052,476135658.8,1869332.338
8/8/2017,3418.065716,647507888.4,1862630.7
8/9/2017,3341.931736,620364970.7,1862495.537
8/10/2017,3432.180555,451216932.5,1862890.847
8/11/2017,3651.95216,587419202.2,1861548.432
8/12/2017,3873.840278,766266261.3,1859036.902
8/13/2017,4055.430108,1163148507,1858742.171
8/14/2017,4321.740878,873386505.2,1858897.235
8/15/2017,4158.369049,1277943218,1859204.791
8/16/2017,4371.898572,750517318.2,1858288.843
8/17/2017,4278.874565,831070478.3,1853153.698
8/18/2017,4103.308187,1086982939,1851455.837
8/19/2017,4136.028498,978726017,1851343.681
8/20/2017,4047.590707,630070614.7,1850770.822
8/21/2017,3993.496766,1085911208,1850695.676
8/22/2017,4089.192688,1268458667,1846508.975
8/23/2017,4128.209436,1019290169,1847183.419
8/24/2017,4309.743234,804970272.4,1847814.397
8/25/2017,4357.50458,682361996.2,1847649.969
8/26/2017,4339.185326,632652733.6,1847457.256
8/27/2017,4343.614658,553399912.4,1847472.382
8/28/2017,4384.648049,792064508.7,1847197.263
8/29/2017,4591.973065,863010707.2,1849810.606
8/30/2017,4578.258041,624779028.8,1849195.483
8/31/2017,4739.82191,687116028.8,1848620.543
9/1/2017,4930.913963,1018350379,1848394.692
9/2/2017,4635.549367,1200053158,1849076.193
9/3/2017,4624.004129,719783488.5,1849547.665
9/4/2017,4340.747306,1291204952,1848508.358
9/5/2017,4426.660415,957632137.8,1849470.944
9/6/2017,4610.806603,781754153.7,1848600.08
9/7/2017,4621.992816,547942002.7,1849295.189
9/8/2017,4341.488461,1043150449,1850066.218
9/9/2017,4330.583758,456224825.4,1849187.641
9/10/2017,4250.088037,611303794.8,1848431.401
9/11/2017,4207.513612,507316442.6,1849365.024
9/12/2017,4157.663177,635069892.1,1851520.923
9/13/2017,3867.791509,952990249.9,1850802.988
9/14/2017,3240.896288,1442959411,1849999.783
9/15/2017,3710.985861,1934678589,1844859.674
9/16/2017,3711.866164,901890699.6,1843765.085
9/17/2017,3703.312456,508475403.9,1844284.062
9/18/2017,4094.554921,764199671.6,1844552.953
9/19/2017,3911.100033,607689624.4,1843680.238
9/20/2017,3869.989661,426617045,1843698.58
9/21/2017,3617.671061,698454061.8,1844612.619
9/22/2017,3615.913154,580209500.5,1844167.229
9/23/2017,3782.02055,423823019,1845140.903
9/24/2017,3668.265134,383809404.9,1845111.546
9/25/2017,3918.890667,566361699.2,1844169.871
9/26/2017,3886.102476,435692642.5,1844284.636
9/27/2017,4199.96833,727121359,1845001.507
9/28/2017,4187.576246,696098441.4,1844329.886
9/29/2017,4156.659984,622029839.8,1843611.133
9/30/2017,4335.46701,482724157.6,1842988.62
10/1/2017,4382.812284,482273205.5,1842346.91
10/2/2017,4391.75056,551061546.5,1842267.121
10/3/2017,4311.356052,555187769.5,1843557.085
10/4/2017,4215.182334,449518008.9,1843129.779
10/5/2017,4317.528622,550292790,1843306.262
10/6/2017,4362.980773,480779246.8,1844072.156
10/7/2017,4427.349483,410006280.7,1843664.329
10/8/2017,4599.584773,615948566.2,1844606.837
10/9/2017,4770.758812,1007390509,1844132.234
10/10/2017,4742.204586,830380678,1842438.096
10/11/2017,4817.076001,581263355.6,1842852.483
10/12/2017,5421.256474,1460009637,1843460.599
10/13/2017,5622.401537,2313113485,1840596.297
10/14/2017,5806.274838,1807723668,1839894.028
10/15/2017,5690.443312,1031761446,1840963.009
10/16/2017,5751.401295,965665259.7,1841408.234
10/17/2017,5593.760391,814246309.9,1841108.216
10/18/2017,5574.30718,1257566224,1840266.651
10/19/2017,5700.819183,800264384.3,1841021.94
10/20/2017,5997.446764,1208323927,1841661.954
10/21/2017,6015.723555,1113993734,1841346.538
10/22/2017,5998.832264,1055569497,1842324.56
10/23/2017,5889.672058,1174747304,1841857.12
10/24/2017,5518.766213,1416703854,1841932.14
10/25/2017,5744.793687,898958099.2,1842772.663
10/26/2017,5890.714307,881276294.6,1842506.758
10/27/2017,5778.700983,779992796.3,1842321.537
10/28/2017,5752.944303,529277191.4,1842068.894
10/29/2017,6150.617275,1163419945,1842482.505
10/30/2017,6122.688026,758864349.3,1841926.505
10/31/2017,6441.30503,1116090146,1842322.863
11/1/2017,6764.760701,1335016421,1842359.383
11/2/2017,7032.252144,2683370992,1842440.481
11/3/2017,7188.673662,1762062918,1838545.589
11/4/2017,7391.499521,1196823207,1838017.826
11/5/2017,7390.662345,1172883234,1838026.615
11/6/2017,6960.162148,1741005571,1838189.713
11/7/2017,7123.997699,1174514870,1837612.782
11/8/2017,7469.00987,2474315253,1837694.248
11/9/2017,7135.421301,1556161767,1837117.598
11/10/2017,6591.128675,2468633251,1837185.476
11/11/2017,6361.587331,2188760900,1837213.724
11/12/2017,5909.64479,5133658190,1836913.612
11/13/2017,6525.636966,3162587197,1836436.729
11/14/2017,6595.548439,1419726166,1836228.673
11/15/2017,7282.068739,1836240202,1836696.278
11/16/2017,7845.32198,2396088186,1837420.814
11/17/2017,7691.52088,2202003604,1837432.249
11/18/2017,7780.486552,1506507023,1836655.737
11/19/2017,8033.553356,1379017403,1836951.486
11/20/2017,8255.867353,1402059191,1836931.341
11/21/2017,8096.860432,2029783223,1837236.384
11/22/2017,8244.969537,1373831373,1836288.875
11/23/2017,8035.893849,1598406153,1836545.7
11/24/2017,8215.457903,1776655360,1836612.54
11/25/2017,8771.863207,1750092461,1836078.174
11/26/2017,9349.11993,2372345133,1835903.095
11/27/2017,9754.449719,2431828861,1833448.062
11/28/2017,9926.711932,2372583573,1831778.635
11/29/2017,9863.795713,7426059361,1832403.362
11/30/2017,9953.823256,4249359622,1831911.194
12/1/2017,10862.86969,2944383173,1831664.908
12/2/2017,10923.74123,2069012980,1831935.081
12/3/2017,11285.97382,4818282321,1831403.29
12/4/2017,11625.19067,2641918685,1831955.073
12/5/2017,11703.70312,2784458555,1832605.731
12/6/2017,13919.97843,5568222851,1831874.186
12/7/2017,17144.11056,12269631970,1828056.964
12/8/2017,16241.25417,19983253459,1827688.658
12/9/2017,15065.91114,7666172265,1827292.444
12/10/2017,15049.90218,6872588792,1827564.244
12/11/2017,16779.83914,5239622306,1826639.97
12/12/2017,17220.05995,6323463065,1827379.391
12/13/2017,16525.09474,6120101682,1826343.577
12/14/2017,16607.88271,5929979024,1826383.517
12/15/2017,17644.19185,6171709170,1826827.694
12/16/2017,19587.61373,5084341316,1826572.675
12/17/2017,19179.66898,5788624994,1827628.891
12/18/2017,19007.00933,5899640703,1826330.09
12/19/2017,17737.66032,7655227915,1827008.943
12/20/2017,16456.22842,8967428340,1826082.821
12/21/2017,15651.94661,7573724499,1827073.637
12/22/2017,14140.99019,11896419069,1827711.864
12/23/2017,14800.69596,5666367426,1827621.294
12/24/2017,14170.87779,4992315948,1828339.255
12/25/2017,14073.40367,4260899273,1827813.176
12/26/2017,15761.31697,5459484962,1828112.098
12/27/2017,15382.49606,5123611379,1823885.928
12/28/2017,14456.96887,5246664296,1822620.468
12/29/2017,14487.22332,5698493269,1821274.072
12/30/2017,12743.81689,7445812483,1822057.061
12/31/2017,13896.6331,4849383508,1822181.149
1/1/2018,13436.40113,4234681548,1823256.093
1/2/2018,14732.45336,7417154345,1822662.611
1/3/2018,15068.48685,7227544460,1822868.206
1/4/2018,15150.04439,10509569819,1822780.729
1/5/2018,16929.99358,11506346393,1819841.837
1/6/2018,17094.07581,8899337992,1819475.607
1/7/2018,16162.81328,7545282797,1819824.698
1/8/2018,14998.25013,8291319539,1819199.416
1/9/2018,14415.46603,7328022921,1819719.176
1/10/2018,14850.28368,7691890380,1818863.434
1/11/2018,13310.77662,7548855542,1819841.113
1/12/2018,13797.82228,4533524282,1820117.333
1/13/2018,14218.51801,5631203337,1820558.225
1/14/2018,13655.24218,4511694295,1819580.768
1/15/2018,13574.79774,4843022836,1819717.997
1/16/2018,11467.38098,9890075840,1819249.481
1/17/2018,11136.80874,8903837400,1819134.224
1/18/2018,11289.21091,6566966280,1819397.599
1/19/2018,11511.09835,4146987925,1819792.695
1/20/2018,12763.77946,4142107734,1819741.492
1/21/2018,11455.5264,3709898278,1819807.079
1/22/2018,10781.26888,4438383290,1820507.358
1/23/2018,10801.08313,3832381504,1820137.407
1/24/2018,11354.2291,3473482207,1820575.762
1/25/2018,11137.8786,3216395307,1820119.333
1/26/2018,11091.21651,3953593399,1820814.979
1/27/2018,11333.39787,2608195406,1821303.866
1/28/2018,11597.08016,3058099976,1820903.584
1/29/2018,11149.43121,2511453926,1821109.098
1/30/2018,9937.726381,3826275235,1821095.952
1/31/2018,10087.7242,2876007266,1821378.087
2/1/2018,9014.026207,4478895818,1818812.093
2/2/2018,8799.121911,5726309941,1818403.009
2/3/2018,9208.459919,2671989846,1818893.572
2/4/2018,8176.460616,2847345679,1818548.18
2/5/2018,6891.934414,4494355781,1818904.187
2/6/2018,7714.392057,5930170438,1819630.784
2/7/2018,7575.611197,3896025503,1819332.738
2/8/2018,8222.753649,2230638172,1819025.249
2/9/2018,8677.910527,2485486548,1818800.016
2/10/2018,8537.393208,3312592735,1819468.978
2/11/2018,8073.293649,2217740880,1819674.674
2/12/2018,8883.256324,2323494526,1819360.266
2/13/2018,8519.186104,2079577059,1819547.577
2/14/2018,9483.457906,3102706706,1819885.192
2/15/2018,10063.902,3739812887,1820035.948
2/16/2018,10236.5,2650016161,1820710.757
2/17/2018,11101.7,3194544835,1820325.979
2/18/2018,10593.2,3657162694,1820698.455
2/19/2018,11230,2801034754,1820819.277
2/20/2018,11403.7,3926753816,1820574.467
2/21/2018,10690.4,4114744453,1821383.055
2/22/2018,10005,3687721120,1820457.624
2/23/2018,10301.1,3266183642,1820573.78
2/24/2018,9813.07,2937751120,1819232.8
2/25/2018,9664.73,2010170085,1819986.833
2/26/2018,10366.7,2679653021,1820605.963
2/27/2018,10725.6,2566258640,1820619.387
2/28/2018,10397.9,2625430905,1820937.191
3/1/2018,10951,2417114946,1820364.996
3/2/2018,11086.4,2343719481,1818633.288
3/3/2018,11489.7,2137703489,1818796.12
3/4/2018,11512.6,1852740102,1818245.407
3/5/2018,11573.3,2207051381,1817409.782
3/6/2018,10779.9,2744443666,1817545.405
3/7/2018,9965.57,3998533299,1817863.646
3/8/2018,9395.01,2990720009,1815318.363
3/9/2018,9337.55,3963517410,1815631.246
3/10/2018,8866,2214300810,1815769.615
3/11/2018,9578.63,2583868103,1815014.742
3/12/2018,9205.12,2765754915,1815391.253
3/13/2018,9194.85,2797659568,1811877.858
3/14/2018,8269.81,3134053041,1812424.648
3/15/2018,8300.86,3167867960,1811667.894
3/16/2018,8338.35,2278945222,1810905.185
3/17/2018,7916.88,1873010793,1811005.257
3/18/2018,8223.68,3106107077,1811268.363
3/19/2018,8630.65,2964457653,1811542.355
3/20/2018,8913.47,2642527177,1810226.933
3/21/2018,8929.28,2572782030,1810519.401
3/22/2018,8721.57,2388032190,1810951.258
3/23/2018,8820.54,2395897366,1810513.956
3/24/2018,8682.62,2513698919,1810915.369
3/25/2018,8494.44,1921160599,1810908.412
3/26/2018,8210.22,2644457200,1811159.778
3/27/2018,7840.16,2241580564,1811732.437
3/28/2018,7980.12,1660455146,1811124.441
3/29/2018,7162.96,2966817379,1810401.056
3/30/2018,6895.3,3072631014,1810992.122
3/31/2018,6978.18,1977888204,1811166.379
4/1/2018,6844.23,1852917351,1811100.145
4/2/2018,7075.72,1597084674,1811225.014
4/3/2018,7458.04,2194855458,1811334.815
4/4/2018,6852.8,2085346399,1811043.968
4/5/2018,6811.29,2149845535,1811677.686
4/6/2018,6629.87,1522117170,1810860.532
4/7/2018,6903.16,1582679991,1811585.327
4/8/2018,7023.38,1175263537,1811490.423
4/9/2018,6763.45,2068297043,1811903.862
4/10/2018,6839.1,1515020161,1811957.682
4/11/2018,6939.18,1711147738,1812266.86
4/12/2018,7926.600583,3870058282,1812823.641
4/13/2018,7858.320397,3316000249,1812493.267
4/14/2018,7994.162746,1689123930,1812660.649
4/15/2018,8355.635479,1835772183,1812404.048
4/16/2018,8052.68,2148435298,1812724.297
4/17/2018,7906.81,2683791277,1812281.712
4/18/2018,8162.99,2260814810,1812717.769
4/19/2018,8282.55,2460094381,1813133.979
4/20/2018,8836.46,3104714694,1812360.519
4/21/2018,8883.36,2656683025,1812805.144
4/22/2018,8802.53,2244479692,1813353.534
4/23/2018,8930.91,2083518362,1813239.633
4/24/2018,9732.61,4177242836,1813539.149
4/25/2018,8826.28,5031916084,1813729.295
4/26/2018,9280.92,3095061592,1813198.274
4/27/2018,9011.78,2645551971,1813749.116
4/28/2018,9343.42,2889107781,1813618.236
4/29/2018,9415.09,3254091000,1813198.071
4/30/2018,9247.19,3280601676,1813800.648
5/1/2018,9105.53,2829303169,1814381.103
5/2/2018,9233.72,2191841925,1814185.506
5/3/2018,9755.31,3782575749,1812955.52
5/4/2018,9715.82,2801726978,1813210.995
5/5/2018,9843.13,2329954294,1813705.534
5/6/2018,9646.74,2178039028,1814239.135
5/7/2018,9369.84,2490127281,1813177.623
5/8/2018,9249.75,2325568612,1813789.795
5/9/2018,9324.28,2447550978,1814451.563
5/10/2018,9040.52,2382023353,1814378.601
5/11/2018,8462.5,3314398062,1813862.844
5/12/2018,8499.34,2390385779,1814519.99
5/13/2018,8723.64,1936542196,1815029.715
5/14/2018,8719.89,2609829149,1814673.321
5/15/2018,8515.22,2082176570,1815146.738
5/16/2018,8358.62,2051555046,1814922.944
5/17/2018,8085.7,1760414550,1815352.399
5/18/2018,8251.45,1646469110,1815711.571
5/19/2018,8241.68,1287601437,1814863.809
5/20/2018,8515.58,1385474441,1814982.684
5/21/2018,8409.37,1487553291,1815341.638
5/22/2018,8049.56,1517452598,1815380.456
5/23/2018,7566.26,2386015711,1815893.194
5/24/2018,7593.13,1941746590,1816251.855
5/25/2018,7453.44,1456366207,1815608.95
5/26/2018,7358.47,1020012070,1816447.001
5/27/2018,7364.09,1059154393,1817219.009
5/28/2018,7134.68,1591648044,1816279.038
5/29/2018,7467.58,1888362079,1816376.79
5/30/2018,7406.19,1615619365,1817307.186
5/31/2018,7491.64,1560152360,1817762.776
6/1/2018,7539.14,1410654041,1816690.724
6/2/2018,7646.74,1507330961,1817020.807
6/3/2018,7720.25,1313548590,1817474.523
6/4/2018,7499.48,1505562524,1816870.915
6/5/2018,7625.55,1441408434,1816489.759
6/6/2018,7656.09,1389071506,1816815.431
6/7/2018,7676.55,1220322780,1816301.18
6/8/2018,7631.9,1135479731,1815375.923
6/9/2018,7565,895995392.4,1815922.114
6/10/2018,6784.03,2255067562,1816444.719
6/11/2018,6901.13,1417646456,1816527.932
6/12/2018,6566.2,1602528203,1814451.941
6/13/2018,6342.43,1884321039,1814318.525
6/14/2018,6681.42,1745993307,1814846.96
6/15/2018,6460.85,1094754329,1812319.245
6/16/2018,6538.65,783634632,1812478.154
6/17/2018,6503.94,651685468.5,1813195.842
6/18/2018,6733.38,1252227880,1813208.381
6/19/2018,6759.1,1113090980,1813673.997
6/20/2018,6776.84,1071689804,1813658.769
6/21/2018,6737.58,1033320331,1814066.137
6/22/2018,6083.68,2030150291,1813450.613
6/23/2018,6166.8,919079678.1,1814188.102
6/24/2018,6168.79,1563648750,1814373.105
6/25/2018,6260.63,1207208133,1814832.243
6/26/2018,6096.19,772218875.1,1814251.81
6/27/2018,6154.48,843337476.4,1813267.748
6/28/2018,5903.44,1022754098,1811116.976
6/29/2018,6220.76,1290009552,1811593.467
6/30/2018,6396.98,1619104599,1811289.455
7/1/2018,6388.12,1055518670,1811811.495
7/2/2018,6614.92,1455407528,1811335.74
7/3/2018,6533.56,1785660214,1811296.251
7/4/2018,6609.7,1201343862,1811179.57
7/5/2018,6643.34,1241996522,1811687.933
7/6/2018,6674.68,1083039252,1811730.453
7/7/2018,6859.53,926344085,1812256.24
7/8/2018,6762.01,950497125.1,1812120.999
7/9/2018,6746.22,1063738961,1811753.021
7/10/2018,6328.33,1303703259,1811872.56
7/11/2018,6393.59,928814216.1,1812098.459
7/12/2018,6228.81,1031145536,1812194.547
7/13/2018,6236.49,995233493.8,1812302.748
7/14/2018,6275.18,609585641.5,1812589.168
7/15/2018,6359.64,731815105,1812042.34
7/16/2018,6742.49,1337753165,1812030.312
7/17/2018,7318.74,1923580296,1812471.559
7/18/2018,7370.78,2145092809,1812377.904
7/19/2018,7466.86,1453238213,1811104.561
7/20/2018,7354.94,1684064548,1810723.887
7/21/2018,7418.71,957741697.6,1811247.796
7/22/2018,7418.49,1037893069,1811266.65
7/23/2018,7713.31,1910379566,1811240.345
7/24/2018,8424.27,2645262686,1811226.592
7/25/2018,8181.39,2001712884,1811751.672
7/26/2018,7951.58,1715415548,1811826.693
7/27/2018,8167.81,1638834114,1811819.747
7/28/2018,8188.85,932650242,1812003.261
7/29/2018,8221.44,936741969,1811871.985
7/30/2018,8183.565623,1615675959,1813146.936
7/31/2018,7774.873036,1872698826,1813687.078
8/1/2018,7624.907416,1492415923,1813906.708
8/2/2018,7567.151602,1129771460,1814268.489
8/3/2018,7436.261836,1559542093,1814514.817
8/4/2018,7032.213167,1343897437,1814799.728
8/5/2018,7064.026266,1046476302,1815399.637
8/6/2018,6951.280366,1141159097,1815296.471
8/7/2018,6753.717648,1630043284,1815397.839
8/8/2018,6305.803045,1996905458,1814545.683
8/9/2018,6568.021687,1436483443,1814645.948
8/10/2018,6184.711784,1587657668,1815492.868
8/11/2018,6289.746052,1321496932,1816474.627
8/12/2018,6335.060581,1021351853,1816108.482
8/13/2018,6297.96664,1392059174,1816487.01
8/14/2018,6199.712768,1718142942,1816485.537
8/15/2018,6293.277244,1984357824,1816889.371
8/16/2018,6324.742326,1267171987,1817033.358
8/17/2018,6580.629337,1556562952,1824971.676
8/18/2018,6423.686918,1255660401,1824308.002
8/19/2018,6506.068812,929125875.1,1824681.239
8/20/2018,6305.192596,1256961695,1824162.405
8/21/2018,6496.258447,1078264064,1824370.709
8/22/2018,6376.834614,2006175175,1823658.91
8/23/2018,6534.876624,973247672.3,1818161.616
8/24/2018,6717.682986,1038199729,1816692.402
8/25/2018,6769.949855,791811122.2,1816774.229
8/26/2018,6715.648054,868745810.1,1817332.528
8/27/2018,6881.56612,1252553109,1817658.568
8/28/2018,7096.277083,1614001110,1816626.432
8/29/2018,7046.07683,1202995424,1816616.873
8/30/2018,6981.576857,1370410666,1815529.224
8/31/2018,7036.755315,1277956638,1815249.5
9/1/2018,7193.416501,1285400657,1815207.422
9/2/2018,7269.10082,1405192070,1815245.924
9/3/2018,7264.799224,1178603764,1815322.702
9/4/2018,7362.711995,1083542260,1815238.833
9/5/2018,6818.83023,2275812745,1815749.619
9/6/2018,6538.480233,2096292407,1814624.866
9/7/2018,6463.225596,1099352007,1814449.17
9/8/2018,6223.430117,1023393894,1814634.888
9/9/2018,6303.806485,929148588.1,1814981.202
9/10/2018,6329.696909,922275249.7,1815244.427
9/11/2018,6324.590152,988931420.9,1815593.597
9/12/2018,6360.696947,964091839.1,1816379.497
9/13/2018,6521.238272,1260903621,1816577.597
9/14/2018,6512.705485,1099852675,1816806.186
9/15/2018,6544.136204,684075877.3,1816991.024
9/16/2018,6514.529971,684647623.9,1817523.124
9/17/2018,6281.196093,1349080300,1817406.808
9/18/2018,6369.187128,1002346363,1817177.864
9/19/2018,6394.890736,1210881055,1817520.708
9/20/2018,6523.448299,1089593933,1817737.729
9/21/2018,6734.952394,2302629531,1817443.738
9/22/2018,6722.221134,1225834468,1817718.022
9/23/2018,6707.260956,945524038.1,1817549.606
9/24/2018,6595.413325,1085925083,1817674.513
9/25/2018,6444.410673,1354284399,1817913.054
9/26/2018,6498.326027,1132522983,1816935.361
9/27/2018,6680.714612,1160647368,1817051.791
9/28/2018,6642.077297,1423944762,1816611.264
9/29/2018,6601.955388,1047771760,1816923.721
9/30/2018,6627.994495,873263091.5,1817447.344
10/1/2018,6587.611494,911513772.3,1817603.692
10/2/2018,6556.098661,914052031.6,1817877.684
10/3/2018,6502.590447,926512535.6,1818191.736
10/4/2018,6576.203393,833287259.1,1818326.608
10/5/2018,6622.484837,745644057.8,1818408.236
10/6/2018,6589.052844,548025673.1,1817746.423
10/7/2018,6602.945258,611292493.1,1818257.817
10/8/2018,6652.226237,864333753.2,1817499.984
10/9/2018,6640.647459,675838632.9,1814897.889
10/10/2018,6585.177558,876832879.1,1814898.427
10/11/2018,6249.090032,1895483490,1815100.616
10/12/2018,6273.196696,884871436.1,1815033.327
10/13/2018,6289.000902,601831513.4,1815479.028
10/14/2018,6292.232469,680002900.8,1815407.264
10/15/2018,6605.261035,2814658091,1815134.391
10/16/2018,6600.677207,1018757285,1814051.844
10/17/2018,6546.16332,972736284.3,1813940.259
10/18/2018,6474.647249,898744124,1814182.731
10/19/2018,6466.010535,681588021.7,1814699.826
10/20/2018,6489.469753,581726876.7,1814408.346
10/21/2018,6482.34813,527011385.8,1814701.624
10/22/2018,6491.982123,818624457.8,1814762.725
10/23/2018,6475.729715,810644950.6,1815235.64
10/24/2018,6495.428362,747926951,1815154.637
10/25/2018,6481.170828,609290019.8,1815082.974
10/26/2018,6477.845653,576095223.6,1814932.324
10/27/2018,6480.286709,559752634.5,1814956.287
10/28/2018,6486.386271,596373963.8,1815510.916
10/29/2018,6332.788705,947561778.9,1814689.692
10/30/2018,6334.740906,647955633.6,1815112.361
10/31/2018,6317.7501,747521548.6,1815439.7
11/1/2018,6375.526217,540538913,1815742.585
11/2/2018,6390.638615,613442101.3,1816199.146
11/3/2018,6361.257742,445942071.6,1815571.883
11/4/2018,6376.129393,704955646.5,1815631.654
11/5/2018,6427.464265,608023130.4,1816099.124
11/6/2018,6455.279089,891865719.1,1815893.819
11/7/2018,6520.933664,911811485.8,1815460.48
11/8/2018,6457.202992,863874790.8,1815058.691
11/9/2018,6387.249878,748125114.5,1815079.12
11/10/2018,6407.740447,430813396,1815702.106
11/11/2018,6408.833011,517753449.2,1816307.963
11/12/2018,6373.104968,695932450.6,1815883.805
11/13/2018,6357.231955,769876218.8,1815953.171
11/14/2018,5722.33951,2459828179,1816593.644
11/15/2018,5645.592921,1938679072,1816706.969
11/16/2018,5574.754996,1061748319,1816074.733
11/17/2018,5554.809891,726816236.3,1816271.222
11/18/2018,5622.021603,751543399.9,1816520.463
11/19/2018,4875.14239,2736707131,1815601.372
11/20/2018,4415.074003,3499755180,1815828.93
11/21/2018,4602.167715,1678398785,1813810.893
11/22/2018,4368.732347,963928227.6,1813711.805
11/23/2018,4346.018433,1205871710,1814282.235
11/24/2018,3883.359389,1339812878,1813792.974
11/25/2018,4015.131304,2118517639,1813033.692
11/26/2018,3775.086628,1878486790,1811646.33
11/27/2018,3813.57142,1327638567,1809412.722
11/28/2018,4260.828255,1931067285,1803932.574
11/29/2018,4274.742041,1540334529,1804212.372
11/30/2018,4016.449118,1412347182,1804622.093
12/1/2018,4215.684778,874166934,1804704.962
12/2/2018,4138.382836,824403855.4,1805105.384
12/3/2018,3892.759339,1033568567,1804983.422
12/4/2018,3996.748207,1068279931,1805796.067
12/5/2018,3753.994827,968254081.1,1805420.914
12/6/2018,3521.101724,1450867868,1805754.38
12/7/2018,3419.9372,1734120854,1806223.139
12/8/2018,3476.114715,912210312.7,1805182.589
12/9/2018,3616.210258,732041665.4,1805438.835
12/10/2018,3505.479683,690312905.5,1805799.477
12/11/2018,3423.519488,595934167.5,1805268.985
12/12/2018,3481.236674,578830609.3,1805122.261
12/13/2018,3312.003525,679547617.6,1805133.042
12/14/2018,3242.194134,743820418.2,1805803.341
12/15/2018,3237.057085,504444679.8,1806144.66
12/16/2018,3255.220138,479453742.2,1806558.59
12/17/2018,3545.35139,1108324136,1806366.19
12/18/2018,3695.430634,1083968989,1806622.074
12/19/2018,3747.429858,1839115776,1806422.479
12/20/2018,4132.22529,2178098890,1805571.358
12/21/2018,3894.393211,1758496622,1803541.458
12/22/2018,4012.164581,906160270.8,1805971.676
12/23/2018,3998.528585,955875317.6,1806682.797
12/24/2018,4080.478961,1632278846,1806054.13
12/25/2018,3815.49061,1195379539,1806782.153
12/26/2018,3855.931159,829450655.3,1806699.901
12/27/2018,3659.309902,868007409.4,1807441.945
12/28/2018,3926.329136,978384532.2,1805754.775
12/29/2018,3827.7773,773466476,1806091.511
12/30/2018,3867.272361,644504307.1,1806572.877
12/31/2018,3741.296795,654235127.3,1807325.913
1/1/2019,3840.959249,519621976,1807982.944
1/2/2019,3943.289843,722358869.9,1808083.678
1/3/2019,3836.558048,601381323.3,1808669.345
1/4/2019,3858.23828,654021362.8,1808535.006
1/5/2019,3841.06117,628861951.8,1806988.493
1/6/2019,4076.20332,852313758.9,1806841.529
1/7/2019,4024.462066,713143081.5,1807284.045
1/8/2019,4033.554754,918405929.3,1808232.405
1/9/2019,4035.712941,786780163.3,1804679.764
1/10/2019,3679.793474,1438352018,1803148.744
1/11/2019,3686.219929,800261904.3,1803796.167
1/12/2019,3660.899282,484579853.3,1803669.946
1/13/2019,3552.00917,602152510.7,1802576.866
1/14/2019,3706.05222,764003644.9,1802537.711
1/15/2019,3629.39949,753743635.6,1802892.009
1/16/2019,3656.464775,679340018.5,1801866.764
1/17/2019,3679.812621,685444068.8,1802052.458
1/18/2019,3653.666461,524740784,1801542.905
1/19/2019,3729.082299,574137652.9,1801894.083
1/20/2019,3602.946694,651880610.5,1802320.353
1/21/2019,3577.02586,499052991.1,1802294.083
1/22/2019,3605.045654,698512492.5,1802426.729
1/23/2019,3585.123066,623219651.2,1802713.846
1/24/2019,3605.010003,519141145.2,1802689.866
1/25/2019,3602.068037,484783643.6,1803073.704
1/26/2019,3601.752156,504310812.3,1803494.252
1/27/2019,3586.692216,571561961.7,1803664.055
1/28/2019,3472.339805,925779501.9,1801334.601
1/29/2019,3447.03377,613266601.8,1801381.423
1/30/2019,3485.319057,595704725.9,1800353.918
1/31/2019,3457.191859,573232661.8,1800814.812
2/1/2019,3488.654677,547259177.6,1801192.958
2/2/2019,3526.768521,415492995.5,1801494.449
2/3/2019,3461.496721,413994631.8,1801635.515
2/4/2019,3456.785374,515316815.7,1802006.109
2/5/2019,3460.724796,579564756.4,1802339.481
2/6/2019,3412.832645,700957257.1,1801031.091
2/7/2019,3400.601254,462022324.5,1801480.431
2/8/2019,3661.659339,1153099368,1801864.288
2/9/2019,3671.810559,558924426,1802273.808
2/10/2019,3684.24957,572876305.3,1802391.336
2/11/2019,3648.093352,617927286.9,1802605.334
2/12/2019,3653.991106,713254522.2,1802579.885
2/13/2019,3631.343294,609166439.6,1802936.936
2/14/2019,3616.369686,518378258.2,1802983.692
